Report Id,Policy Regime,Financial period start date,Start date,End date,Filing date,Company,Company number,Qualifying contracts in reporting period,Payments made in reporting period,Qualifying construction contracts in reporting period,Construction contracts have retention clauses,Average time to pay,Total value invoices paid within 30 days,Total value invoices paid between 31 and 60 days,Total value invoices paid later than 60 days,% Invoices paid within 30 days,% Invoices paid between 31 and 60 days,% Invoices paid later than 60 days,Total value invoices paid later than agreed terms,% Invoices not paid within agreed terms,% Invoices not paid due to dispute,Shortest (or only) standard payment period,Longest standard payment period,Standard payment terms,Payment terms have changed,Suppliers notified of changes,Maximum contractual payment period,Maximum contractual payment period information,Other information payment terms,Retention clauses included in all construction contracts,Retention clauses included in standard payment terms,Retention clauses are used in specific circumstances,Description of specific circumstances for retention clauses,Retention clauses used above a specific sum,Value above which retention clauses are used,Retention clauses are at a standard rate,Retention clauses standard rate percentage,Retention clauses have parity with client,Description of parity policy,Retention clause money release description,Retention clause money release is staged,Description of stages for money release,Retention value compared to client retentions as %,Retention value compared to total payments as %,Dispute resolution process,Participates in payment codes,E-Invoicing offered,Supply-chain financing offered,Policy covers charges for remaining on supplier list,Charges have been made for remaining on supplier list,URL
38,Regime-1,None,5/1/2017,10/31/2017,11/23/2017,BERKELEY HOMES PUBLIC LIMITED COMPANY,04088248,TRUE,FALSE,FALSE,FALSE,22,,,,77,17,5,0,7,0,30,42,Berkeley’s standard purchase order payment terms for suppliers requires payment to be made within 30 days from the receipt of a valid invoice. Berkeley’s standard construction contract payment terms for subcontractors is 42 days following the subcontractor’s valid application for payment.,,,42,Berkeley’s maximum contractual payment period is 42 days. This only applies to relevant subcontractor payments under construction contracts.,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Any dispute or difference between the parties are subject to the laws of England and Wales and the jurisdiction of the English courts. Payment under construction contracts is subject to statutory adjudication pursuant to the Housing Grant, Construction and Regeneration Act 1996. Only a very small proportion of our payments become the subject to the adjudication and/or court proceedings.",Prompt Payment Code,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/38
39,Regime-1,None,5/1/2017,10/31/2017,11/23/2017,ST GEORGE PLC,02590468,TRUE,FALSE,FALSE,FALSE,25,,,,75,18,7,0,14,0,30,42,Berkeley’s standard purchase order payment terms for suppliers requires payment to be made within 30 days from the receipt of a valid invoice. Berkeley’s standard construction contract payment terms for subcontractors is 42 days following the subcontractor’s valid application for payment.,,,42,Berkeley’s maximum contractual payment period is 42 days. This only applies to relevant subcontractor payments under construction contracts.,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Any dispute or difference between the parties are subject to the laws of England and Wales and the jurisdiction of the English courts. Payment under construction contracts is subject to statutory adjudication pursuant to the Housing Grant, Construction and Regeneration Act 1996. Only a very small proportion of our payments become the subject to the adjudication and/or court proceedings.",Prompt Payment Code,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/39
40,Regime-1,None,5/1/2017,10/31/2017,11/23/2017,ST JAMES GROUP LIMITED,03190056,TRUE,FALSE,FALSE,FALSE,29,,,,59,32,10,0,6,0,30,42,Berkeley’s standard purchase order payment terms for suppliers requires payment to be made within 30 days from the receipt of a valid invoice. Berkeley’s standard construction contract payment terms for subcontractors is 42 days following the subcontractor’s valid application for payment.,,,42,Berkeley’s maximum contractual payment period is 42 days. This only applies to relevant subcontractor payments under construction contracts.,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Any dispute or difference between the parties are subject to the laws of England and Wales and the jurisdiction of the English courts. Payment under construction contracts is subject to statutory adjudication pursuant to the Housing Grant, Construction and Regeneration Act 1996. Only a very small proportion of our payments become the subject to the adjudication and/or court proceedings.",Prompt Payment Code,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/40
41,Regime-1,None,5/1/2017,10/31/2017,11/23/2017,TAYLOR WESSING LIMITED LIABILITY PARTNERSHIP,OC322935,TRUE,FALSE,FALSE,FALSE,56,,,,52,20,28,0,15,0,30,,Suppliers of goods and services to the Firm are offered 30 day payment terms and their invoices included in a fortnightly payment run as they fall due. ,,,30,"Suppliers of specialist legal advice undertaken on behalf of our clients are treated differently.  They are paid as soon as the cash is received from our client, which is often on completion of a transaction. Therefore the period of time to pay an invoice from a specialist legal adviser can often be greater than the standard 30 days.",,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Any complaints should be submitted to the Taylor Wessing member of staff managing the contract, who may involve their director or team leader as necessary. If there is any further dispute, this would be escalated and referred to the Senior In-House Counsel.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/41
42,Regime-1,None,5/1/2017,10/31/2017,11/24/2017,BROWNE JACOBSON LLP,OC306448,TRUE,FALSE,FALSE,FALSE,35,,,,44,50,5,0,65,0,30,,Standard payment terms for Browne Jacobson LLP are 30 days.,,,30,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Suppliers are contacted to notify them there is an issue with the invoice.  The business representative who ordered the goods/services from the supplier then works to resolve with their contact at the supplier.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/42
43,Regime-1,None,5/1/2017,10/31/2017,11/24/2017,CLARKE WILLMOTT LLP,OC344818,TRUE,FALSE,FALSE,FALSE,23,,,,69,25,6,0,34,0,30,,"Payment terms are agreed with suppliers as part of contract negotiations.  The most commonly used terms are 30 days.  Once authorised by the relevant department head, trade invoices are paid when due through twice monthly payment runs. 

In line with standard procedures for law firms, payment to suppliers of client matter disbursement costs including counsels fees are made by the firm within 2 working days of the receipt of payment from clients for those costs, unless agreed otherwise with the supplier.",,,90,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"The firm's Accounts Payable department should be the first point of contact if a supplier has a dispute relating to payment.  Complaints or concerns will be dealt with by the relevant department head, with the involvement of the Finance Director where necessary.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/43
44,Regime-1,None,5/1/2017,10/31/2017,11/24/2017,MIDAS CONSTRUCTION LIMITED,01240442,TRUE,FALSE,FALSE,FALSE,48,,,,27,55,18,0,20,0,28,63,"Purchase ledger (supplier payments) – Our standard payment terms are ‘net monthly’, being payment to the supplier by the end of month following the month of invoice.  Practically this can result in a payment period between 28 days and 61 days.

Sub-contract ledger – Our standard payment terms are variable and between 35-63 days, being payment to the sub-contractor variously within 35 - 63 days of the due date.
",,,63,,Statistical information provided represents a combination of purchase ledger supplier and sub-contract payments.,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Purchase ledger (supplier payments) – Complaints or concerns relating to disputes about payments should be directed in writing to the Purchase Ledger team at Midas Buildings, Silverhills Road, Decoy Industrial Estate, Newton Abbot, TQ12 5ND.  These will be considered and responded to within 10 working days.  In the event that a response is not forthcoming, the dispute can be escalated to the Finance Director.
Sub-contract ledger – Complaints or concerns relating to disputes about payments should be directed in writing to the Purchase Ledger team at Midas Buildings, Silverhills Road, Decoy Industrial Estate, Newton Abbot, TQ12 5ND.  These will be considered and responded to within 10 working days.  In the event that a response is not forthcoming, the dispute can be escalated to the Commercial Director for the division responsible for delivery of the project.
",Prompt Payment Code,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/44
45,Regime-1,None,4/1/2017,10/31/2017,11/24/2017,NEWCROSS HEALTHCARE SOLUTIONS LIMITED,03184321,TRUE,FALSE,FALSE,FALSE,22,,,,80,17,3,0,20,0,7,60,Our standard payment terms are 28 days from the date of invoice.  We do hold individual agreements with some of our partners with differing terms ranging from 7 day terms to 60 day terms.,,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,We attempt to resolve disputes with 10 workings days.  We work with all partners to ensure invoices are still paid within agreed terms.,No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/45
46,Regime-1,None,5/1/2017,10/31/2017,11/27/2017,DENTONS UKMEA LLP,OC322045,TRUE,FALSE,FALSE,FALSE,43,,,,62,19,19,0,38,0,30,,"Our standard payment terms are that good and services will only be paid for after delivery, and after any issues or queries have been resolved.  Except where different payment terms have been agreed in writing with a supplier, authorized invoices will be paid on the weekly supplier payment run closest to 30 days after the invoice date.
Payment of Counsel and other professional fees which are incurred as part of the services offered to our clients, fall outside the remit of our standard payment terms and shall be settle on a ""paid when paid"" basis in accordance with the SRA Accounts Rules and will be paid within 48 working hours of our invoice being settled.",,,30,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Any payment disputes shall in the first instance be referred to the member of staff managing the contract.  If the parties are unable to reach a resolution, it may be referred to the relevant head and, where necessary, the firm's Finance Director or In-house General Counsel.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/46
47,Regime-1,None,5/1/2017,10/31/2017,11/27/2017,DENTONS UKMEA LEGAL SERVICES,02746217,TRUE,FALSE,FALSE,FALSE,30,,,,66,21,13,0,34,0,30,,"Our standard payment terms are that good and services will only be paid for after delivery, and after any issues or queries have been resolved.  Except where different payment terms have been agreed in writing with a supplier, authorized invoices will be paid on the weekly supplier payment run closest to 30 days after the invoice date.",,,30,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Any payment disputes shall in the first instance be referred to the member of staff managing the contract.  If the parties are unable to reach a resolution, it may be referred to the relevant department head and, where necessary, the firm's Finance Director or the In-house General Counsel.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/47
48,Regime-1,None,5/1/2017,10/31/2017,11/27/2017,ALLEN & OVERY SERVICE COMPANY LIMITED,02158783,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,https://check-payment-practices.service.gov.uk/report/48
49,Regime-1,None,5/1/2017,10/31/2017,11/27/2017,WEIGHTMANS LLP,OC326117,TRUE,FALSE,FALSE,FALSE,25,,,,70,19,11,0,35,0,7,,"For all normal supplier invoices we aim to pay within the supplier terms.  In some cases when suppliers have short payment terms these do fall short due to the complexities of getting invoices approved , posted and paid.  Counsel and Expert invoices however carry different terms.  Here we only pay the supplier when we get paid and supplier terms are on invoices are ignored.  Suppliers paid this way are made aware of this when entering contracts with us.",,,30,We have a number of suppliers on Standing orders/Direct debit payments (eg. Local Authorities for Rates) and because of this we have set up on 365 terms.  Note we only use 365 days for these type of suppliers.,As previously mentioned our Counsel and Expert supplier are only paid when we get paid so very often the time between receipt of the invoice and payment date and far exceed any payment terms.,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Currently we do not have a dispute resolution process but this is being looked into as part of a wider exercise around suppliers.,No,TRUE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/49
50,Regime-1,None,5/1/2017,10/31/2017,11/27/2017,MOORE STEPHENS LLP,OC313071,TRUE,FALSE,FALSE,FALSE,29,,,,58,39,3,0,42,0,30,,"Moore Stephen's standard payment terms are thirty days from our receipt of a valid and accurate invoice. If the invoice is received during a working day, the thirty days will begin on the next working day.",,,30,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Suppliers may raise disputes by emailing purchase.ledger@moorestephens.com

Our dispute resolution procedure is as follows: 
1.	Disputes are first received by Purchase Ledger team who then seek to resolve them independently. 
2.	Disputes which cannot be resolved by the Purchase Ledger team are escalated to the Purchase Ledger manager. 
3.	Disputes which cannot be resolved by the Purchase Ledger manager are escalated to a Financial Controller. 
4.	Disputes which cannot be resolved by the Financial Controller are escalated to the Finance Director. 
5.	Disputes which cannot be resolved by the Finance Director are escalated to the Chief Operating Officer. 
6.	Disputes which cannot be resolved the Chief Operating Officer are escalated to the firm’s legal department. 
",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/50
51,Regime-1,None,4/30/2017,10/28/2017,11/27/2017,SUPERGROUP PLC,07063562,TRUE,FALSE,FALSE,FALSE,34,,,,57,30,13,0,56,0,14,,"The SuperGroup group of companies operate payment to a set of standard terms, which are 60 days for goods for re-sale, 30 days for non-goods for resale and 14 days for store rents and utilities. Variations to these terms do exist based on agreements with certain suppliers.",,,60,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,"Payment disputes are settled by reference to the company’s ‘Condition of Purchase’ in the first instance. Where disputes cannot be settled through this process, suppliers are asked to contact the Superdry Accounts Payable email portal and the appropriate accounts payable assistant will respond to the query. Superdry operates an escalation process which sees items not satisfactorily resolved in the first instance elevated to the Head of Department, Group Financial Controller and CFO.",No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/51
52,Regime-1,None,5/1/2017,10/31/2017,11/27/2017,ABBEY DEVELOPMENTS LIMITED,00348843,TRUE,FALSE,FALSE,FALSE,25,,,,80,11,9,0,11,0,1,181,30 to 60 days from invoice date,,,90,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,,,Any complaints are dealt with be the relevant department who raised the order.,No,FALSE,FALSE,FALSE,FALSE,https://check-payment-practices.service.gov.uk/report/52
